,file,isin,type,state,allocate
492,XPAR_SHARES_F2_20231013.csv.zip,NL0000226223,FO,Processed,
493,XPAR_SHARES_F2_20231013.csv.zip,NL00150001Q9,FO,Processed,
494,XPAR_SHARES_F2_20231012.csv.zip,FR0000073272,LOB,Processed,
495,XPAR_SHARES_F2_20231012.csv.zip,FR0000120271,LOB,Processed,
496,XPAR_SHARES_F2_20231012.csv.zip,FR0000120321,LOB,Processed,
497,XPAR_SHARES_F2_20231012.csv.zip,FR0000120578,LOB,Processed,
498,XPAR_SHARES_F2_20231012.csv.zip,FR0000120693,LOB,Processed,
499,XPAR_SHARES_F2_20231012.csv.zip,FR0000121329,LOB,Processed,
500,XPAR_SHARES_F2_20231012.csv.zip,FR0000121485,LOB,Processed,
501,XPAR_SHARES_F2_20231012.csv.zip,FR0000121972,LOB,Processed,
502,XPAR_SHARES_F2_20231012.csv.zip,FR0000124141,LOB,Processed,
503,XPAR_SHARES_F2_20231012.csv.zip,FR0000125007,LOB,Processed,
504,XPAR_SHARES_F2_20231012.csv.zip,FR0000125486,LOB,Processed,
505,XPAR_SHARES_F2_20231012.csv.zip,FR0000130577,LOB,Processed,
506,XPAR_SHARES_F2_20231012.csv.zip,FR0000130809,LOB,Processed,
507,XPAR_SHARES_F2_20231012.csv.zip,FR0000131906,LOB,Processed,
508,XPAR_SHARES_F2_20231012.csv.zip,FR0010908533,LOB,Processed,
509,XPAR_SHARES_F2_20231012.csv.zip,FR0011981968,LOB,Processed,
510,XPAR_SHARES_F2_20231012.csv.zip,FR0014003TT8,LOB,Processed,
511,XPAR_SHARES_F2_20231012.csv.zip,NL0000226223,LOB,Processed,
512,XPAR_SHARES_F2_20231012.csv.zip,NL00150001Q9,LOB,Processed,
513,XPAR_SHARES_F2_20231012.csv.zip,FR0000073272,FO,Processed,
514,XPAR_SHARES_F2_20231012.csv.zip,FR0000120271,FO,Processed,
515,XPAR_SHARES_F2_20231012.csv.zip,FR0000120321,FO,Processed,
516,XPAR_SHARES_F2_20231012.csv.zip,FR0000120578,FO,Processed,
517,XPAR_SHARES_F2_20231012.csv.zip,FR0000120693,FO,Processed,
518,XPAR_SHARES_F2_20231012.csv.zip,FR0000121329,FO,Processed,
519,XPAR_SHARES_F2_20231012.csv.zip,FR0000121485,FO,Processed,
520,XPAR_SHARES_F2_20231012.csv.zip,FR0000121972,FO,Processed,
521,XPAR_SHARES_F2_20231012.csv.zip,FR0000124141,FO,Processed,
522,XPAR_SHARES_F2_20231012.csv.zip,FR0000125007,FO,Processed,
523,XPAR_SHARES_F2_20231012.csv.zip,FR0000125486,FO,Processed,
524,XPAR_SHARES_F2_20231012.csv.zip,FR0000130577,FO,Processed,
525,XPAR_SHARES_F2_20231012.csv.zip,FR0000130809,FO,Processed,
526,XPAR_SHARES_F2_20231012.csv.zip,FR0000131906,FO,Processed,
527,XPAR_SHARES_F2_20231012.csv.zip,FR0010908533,FO,Processed,
528,XPAR_SHARES_F2_20231012.csv.zip,FR0011981968,FO,Processed,
529,XPAR_SHARES_F2_20231012.csv.zip,FR0014003TT8,FO,Processed,
530,XPAR_SHARES_F2_20231012.csv.zip,NL0000226223,FO,Processed,
531,XPAR_SHARES_F2_20231012.csv.zip,NL00150001Q9,FO,Processed,
532,XPAR_SHARES_F2_20231011.csv.zip,FR0000073272,LOB,Processed,
533,XPAR_SHARES_F2_20231011.csv.zip,FR0000120271,LOB,Processed,
534,XPAR_SHARES_F2_20231011.csv.zip,FR0000120321,LOB,Processed,
535,XPAR_SHARES_F2_20231011.csv.zip,FR0000120578,LOB,Processed,
536,XPAR_SHARES_F2_20231011.csv.zip,FR0000120693,LOB,Processed,
537,XPAR_SHARES_F2_20231011.csv.zip,FR0000121329,LOB,Processed,
538,XPAR_SHARES_F2_20231011.csv.zip,FR0000121485,LOB,Processed,
539,XPAR_SHARES_F2_20231011.csv.zip,FR0000121972,LOB,Processed,
540,XPAR_SHARES_F2_20231011.csv.zip,FR0000124141,LOB,Processed,
541,XPAR_SHARES_F2_20231011.csv.zip,FR0000125007,LOB,Processed,
542,XPAR_SHARES_F2_20231011.csv.zip,FR0000125486,LOB,Processed,
543,XPAR_SHARES_F2_20231011.csv.zip,FR0000130577,LOB,Processed,
544,XPAR_SHARES_F2_20231011.csv.zip,FR0000130809,LOB,Processed,
545,XPAR_SHARES_F2_20231011.csv.zip,FR0000131906,LOB,Processed,
546,XPAR_SHARES_F2_20231011.csv.zip,FR0010908533,LOB,Processed,
547,XPAR_SHARES_F2_20231011.csv.zip,FR0011981968,LOB,Processed,
548,XPAR_SHARES_F2_20231011.csv.zip,FR0014003TT8,LOB,Processed,
549,XPAR_SHARES_F2_20231011.csv.zip,NL0000226223,LOB,Processed,
550,XPAR_SHARES_F2_20231011.csv.zip,NL00150001Q9,LOB,Processed,
551,XPAR_SHARES_F2_20231011.csv.zip,FR0000073272,FO,Processed,
552,XPAR_SHARES_F2_20231011.csv.zip,FR0000120271,FO,Processed,
553,XPAR_SHARES_F2_20231011.csv.zip,FR0000120321,FO,Processed,
554,XPAR_SHARES_F2_20231011.csv.zip,FR0000120578,FO,Processed,
555,XPAR_SHARES_F2_20231011.csv.zip,FR0000120693,FO,Processed,
556,XPAR_SHARES_F2_20231011.csv.zip,FR0000121329,FO,Processed,
557,XPAR_SHARES_F2_20231011.csv.zip,FR0000121485,FO,Processed,
558,XPAR_SHARES_F2_20231011.csv.zip,FR0000121972,FO,Processed,
559,XPAR_SHARES_F2_20231011.csv.zip,FR0000124141,FO,Processed,
560,XPAR_SHARES_F2_20231011.csv.zip,FR0000125007,FO,Processed,
561,XPAR_SHARES_F2_20231011.csv.zip,FR0000125486,FO,Processed,
562,XPAR_SHARES_F2_20231011.csv.zip,FR0000130577,FO,Processed,
563,XPAR_SHARES_F2_20231011.csv.zip,FR0000130809,FO,Processed,
564,XPAR_SHARES_F2_20231011.csv.zip,FR0000131906,FO,Processed,
565,XPAR_SHARES_F2_20231011.csv.zip,FR0010908533,FO,Processed,
566,XPAR_SHARES_F2_20231011.csv.zip,FR0011981968,FO,Processed,
567,XPAR_SHARES_F2_20231011.csv.zip,FR0014003TT8,FO,Processed,
568,XPAR_SHARES_F2_20231011.csv.zip,NL0000226223,FO,Processed,
569,XPAR_SHARES_F2_20231011.csv.zip,NL00150001Q9,FO,Processed,
570,XPAR_SHARES_F2_20231010.csv.zip,FR0000073272,LOB,Processed,
571,XPAR_SHARES_F2_20231010.csv.zip,FR0000120271,LOB,Processed,
572,XPAR_SHARES_F2_20231010.csv.zip,FR0000120321,LOB,Processed,
573,XPAR_SHARES_F2_20231010.csv.zip,FR0000120578,LOB,Processed,
574,XPAR_SHARES_F2_20231010.csv.zip,FR0000120693,LOB,Processed,
575,XPAR_SHARES_F2_20231010.csv.zip,FR0000121329,LOB,Processed,
576,XPAR_SHARES_F2_20231010.csv.zip,FR0000121485,LOB,Processed,
577,XPAR_SHARES_F2_20231010.csv.zip,FR0000121972,LOB,Processed,
578,XPAR_SHARES_F2_20231010.csv.zip,FR0000124141,LOB,Processed,
579,XPAR_SHARES_F2_20231010.csv.zip,FR0000125007,LOB,Processed,
580,XPAR_SHARES_F2_20231010.csv.zip,FR0000125486,LOB,Processed,
581,XPAR_SHARES_F2_20231010.csv.zip,FR0000130577,LOB,Processed,
582,XPAR_SHARES_F2_20231010.csv.zip,FR0000130809,LOB,Processed,
583,XPAR_SHARES_F2_20231010.csv.zip,FR0000131906,LOB,Processed,
584,XPAR_SHARES_F2_20231010.csv.zip,FR0010908533,LOB,Processed,
585,XPAR_SHARES_F2_20231010.csv.zip,FR0011981968,LOB,Processed,
586,XPAR_SHARES_F2_20231010.csv.zip,FR0014003TT8,LOB,Processed,
587,XPAR_SHARES_F2_20231010.csv.zip,NL0000226223,LOB,Processed,
588,XPAR_SHARES_F2_20231010.csv.zip,NL00150001Q9,LOB,Processed,
589,XPAR_SHARES_F2_20231010.csv.zip,FR0000073272,FO,Processed,
590,XPAR_SHARES_F2_20231010.csv.zip,FR0000120271,FO,Processed,
591,XPAR_SHARES_F2_20231010.csv.zip,FR0000120321,FO,Processed,
592,XPAR_SHARES_F2_20231010.csv.zip,FR0000120578,FO,Processed,
593,XPAR_SHARES_F2_20231010.csv.zip,FR0000120693,FO,Processed,
594,XPAR_SHARES_F2_20231010.csv.zip,FR0000121329,FO,Processed,
595,XPAR_SHARES_F2_20231010.csv.zip,FR0000121485,FO,Processed,
596,XPAR_SHARES_F2_20231010.csv.zip,FR0000121972,FO,Processed,
597,XPAR_SHARES_F2_20231010.csv.zip,FR0000124141,FO,Processed,
598,XPAR_SHARES_F2_20231010.csv.zip,FR0000125007,FO,Processed,
599,XPAR_SHARES_F2_20231010.csv.zip,FR0000125486,FO,Processed,
600,XPAR_SHARES_F2_20231010.csv.zip,FR0000130577,FO,Processed,
601,XPAR_SHARES_F2_20231010.csv.zip,FR0000130809,FO,Processed,
602,XPAR_SHARES_F2_20231010.csv.zip,FR0000131906,FO,Processed,
603,XPAR_SHARES_F2_20231010.csv.zip,FR0010908533,FO,Processed,
604,XPAR_SHARES_F2_20231010.csv.zip,FR0011981968,FO,Processed,
605,XPAR_SHARES_F2_20231010.csv.zip,FR0014003TT8,FO,Processed,
606,XPAR_SHARES_F2_20231010.csv.zip,NL0000226223,FO,Processed,
607,XPAR_SHARES_F2_20231010.csv.zip,NL00150001Q9,FO,Processed,
608,XPAR_SHARES_F2_20231009.csv.zip,FR0000073272,LOB,Processed,
609,XPAR_SHARES_F2_20231009.csv.zip,FR0000120271,LOB,Processed,
610,XPAR_SHARES_F2_20231009.csv.zip,FR0000120321,LOB,Processed,
611,XPAR_SHARES_F2_20231009.csv.zip,FR0000120578,LOB,Processed,
612,XPAR_SHARES_F2_20231009.csv.zip,FR0000120693,LOB,Processed,
613,XPAR_SHARES_F2_20231009.csv.zip,FR0000121329,LOB,Processed,
614,XPAR_SHARES_F2_20231009.csv.zip,FR0000121485,LOB,Processed,
615,XPAR_SHARES_F2_20231009.csv.zip,FR0000121972,LOB,Processed,
616,XPAR_SHARES_F2_20231009.csv.zip,FR0000124141,LOB,Processed,
617,XPAR_SHARES_F2_20231009.csv.zip,FR0000125007,LOB,Processed,
618,XPAR_SHARES_F2_20231009.csv.zip,FR0000125486,LOB,Processed,
619,XPAR_SHARES_F2_20231009.csv.zip,FR0000130577,LOB,Processed,
620,XPAR_SHARES_F2_20231009.csv.zip,FR0000130809,LOB,Processed,
621,XPAR_SHARES_F2_20231009.csv.zip,FR0000131906,LOB,Processed,
622,XPAR_SHARES_F2_20231009.csv.zip,FR0010908533,LOB,Processed,
623,XPAR_SHARES_F2_20231009.csv.zip,FR0011981968,LOB,Processed,
624,XPAR_SHARES_F2_20231009.csv.zip,FR0014003TT8,LOB,Processed,
625,XPAR_SHARES_F2_20231009.csv.zip,NL0000226223,LOB,Processed,
626,XPAR_SHARES_F2_20231009.csv.zip,NL00150001Q9,LOB,Processed,
627,XPAR_SHARES_F2_20231009.csv.zip,FR0000073272,FO,Processed,
628,XPAR_SHARES_F2_20231009.csv.zip,FR0000120271,FO,Processed,
629,XPAR_SHARES_F2_20231009.csv.zip,FR0000120321,FO,Processed,
630,XPAR_SHARES_F2_20231009.csv.zip,FR0000120578,FO,Processed,
631,XPAR_SHARES_F2_20231009.csv.zip,FR0000120693,FO,Processed,
632,XPAR_SHARES_F2_20231009.csv.zip,FR0000121329,FO,Processed,
633,XPAR_SHARES_F2_20231009.csv.zip,FR0000121485,FO,Processed,
634,XPAR_SHARES_F2_20231009.csv.zip,FR0000121972,FO,Processed,
635,XPAR_SHARES_F2_20231009.csv.zip,FR0000124141,FO,Processed,
636,XPAR_SHARES_F2_20231009.csv.zip,FR0000125007,FO,Processed,
637,XPAR_SHARES_F2_20231009.csv.zip,FR0000125486,FO,Processed,
638,XPAR_SHARES_F2_20231009.csv.zip,FR0000130577,FO,Processed,
639,XPAR_SHARES_F2_20231009.csv.zip,FR0000130809,FO,Processed,
640,XPAR_SHARES_F2_20231009.csv.zip,FR0000131906,FO,Processed,
641,XPAR_SHARES_F2_20231009.csv.zip,FR0010908533,FO,Processed,
642,XPAR_SHARES_F2_20231009.csv.zip,FR0011981968,FO,Processed,
643,XPAR_SHARES_F2_20231009.csv.zip,FR0014003TT8,FO,Processed,
644,XPAR_SHARES_F2_20231009.csv.zip,NL0000226223,FO,Processed,
645,XPAR_SHARES_F2_20231009.csv.zip,NL00150001Q9,FO,Processed,
646,XPAR_SHARES_F2_20231006.csv.zip,FR0000073272,LOB,Processed,
647,XPAR_SHARES_F2_20231006.csv.zip,FR0000120271,LOB,Processed,
648,XPAR_SHARES_F2_20231006.csv.zip,FR0000120321,LOB,Processed,
649,XPAR_SHARES_F2_20231006.csv.zip,FR0000120578,LOB,Processed,
650,XPAR_SHARES_F2_20231006.csv.zip,FR0000120693,LOB,Processed,
651,XPAR_SHARES_F2_20231006.csv.zip,FR0000121329,LOB,Processed,
652,XPAR_SHARES_F2_20231006.csv.zip,FR0000121485,LOB,Processed,
653,XPAR_SHARES_F2_20231006.csv.zip,FR0000121972,LOB,Processed,
654,XPAR_SHARES_F2_20231006.csv.zip,FR0000124141,LOB,Processed,
655,XPAR_SHARES_F2_20231006.csv.zip,FR0000125007,LOB,Processed,
656,XPAR_SHARES_F2_20231006.csv.zip,FR0000125486,LOB,Processed,
657,XPAR_SHARES_F2_20231006.csv.zip,FR0000130577,LOB,Processed,
658,XPAR_SHARES_F2_20231006.csv.zip,FR0000130809,LOB,Processed,
659,XPAR_SHARES_F2_20231006.csv.zip,FR0000131906,LOB,Processed,
660,XPAR_SHARES_F2_20231006.csv.zip,FR0010908533,LOB,Processed,
661,XPAR_SHARES_F2_20231006.csv.zip,FR0011981968,LOB,Processed,
662,XPAR_SHARES_F2_20231006.csv.zip,FR0014003TT8,LOB,Processed,
663,XPAR_SHARES_F2_20231006.csv.zip,NL0000226223,LOB,Processed,
664,XPAR_SHARES_F2_20231006.csv.zip,NL00150001Q9,LOB,Processed,
665,XPAR_SHARES_F2_20231006.csv.zip,FR0000073272,FO,Processed,
666,XPAR_SHARES_F2_20231006.csv.zip,FR0000120271,FO,Processed,
667,XPAR_SHARES_F2_20231006.csv.zip,FR0000120321,FO,Processed,
668,XPAR_SHARES_F2_20231006.csv.zip,FR0000120578,FO,Processed,
669,XPAR_SHARES_F2_20231006.csv.zip,FR0000120693,FO,Processed,
670,XPAR_SHARES_F2_20231006.csv.zip,FR0000121329,FO,Processed,
671,XPAR_SHARES_F2_20231006.csv.zip,FR0000121485,FO,Processed,
672,XPAR_SHARES_F2_20231006.csv.zip,FR0000121972,FO,Processed,
673,XPAR_SHARES_F2_20231006.csv.zip,FR0000124141,FO,Processed,
674,XPAR_SHARES_F2_20231006.csv.zip,FR0000125007,FO,Processed,
675,XPAR_SHARES_F2_20231006.csv.zip,FR0000125486,FO,Processed,
676,XPAR_SHARES_F2_20231006.csv.zip,FR0000130577,FO,Processed,
677,XPAR_SHARES_F2_20231006.csv.zip,FR0000130809,FO,Processed,
678,XPAR_SHARES_F2_20231006.csv.zip,FR0000131906,FO,Processed,
679,XPAR_SHARES_F2_20231006.csv.zip,FR0010908533,FO,Processed,
680,XPAR_SHARES_F2_20231006.csv.zip,FR0011981968,FO,Processed,
681,XPAR_SHARES_F2_20231006.csv.zip,FR0014003TT8,FO,Processed,
682,XPAR_SHARES_F2_20231006.csv.zip,NL0000226223,FO,Processed,
683,XPAR_SHARES_F2_20231006.csv.zip,NL00150001Q9,FO,Processed,
684,XPAR_SHARES_F2_20231005.csv.zip,FR0000073272,LOB,Processed,
685,XPAR_SHARES_F2_20231005.csv.zip,FR0000120271,LOB,Processed,
686,XPAR_SHARES_F2_20231005.csv.zip,FR0000120321,LOB,Processed,
687,XPAR_SHARES_F2_20231005.csv.zip,FR0000120578,LOB,Processed,
688,XPAR_SHARES_F2_20231005.csv.zip,FR0000120693,LOB,Processed,
689,XPAR_SHARES_F2_20231005.csv.zip,FR0000121329,LOB,Processed,
690,XPAR_SHARES_F2_20231005.csv.zip,FR0000121485,LOB,Processed,
691,XPAR_SHARES_F2_20231005.csv.zip,FR0000121972,LOB,Processed,
692,XPAR_SHARES_F2_20231005.csv.zip,FR0000124141,LOB,Processed,
693,XPAR_SHARES_F2_20231005.csv.zip,FR0000125007,LOB,Processed,
694,XPAR_SHARES_F2_20231005.csv.zip,FR0000125486,LOB,Processed,
695,XPAR_SHARES_F2_20231005.csv.zip,FR0000130577,LOB,Processed,
696,XPAR_SHARES_F2_20231005.csv.zip,FR0000130809,LOB,Processed,
697,XPAR_SHARES_F2_20231005.csv.zip,FR0000131906,LOB,Processed,
698,XPAR_SHARES_F2_20231005.csv.zip,FR0010908533,LOB,Processed,
699,XPAR_SHARES_F2_20231005.csv.zip,FR0011981968,LOB,Processed,
700,XPAR_SHARES_F2_20231005.csv.zip,FR0014003TT8,LOB,Processed,
701,XPAR_SHARES_F2_20231005.csv.zip,NL0000226223,LOB,Processed,
702,XPAR_SHARES_F2_20231005.csv.zip,NL00150001Q9,LOB,Processed,
703,XPAR_SHARES_F2_20231005.csv.zip,FR0000073272,FO,Processed,
704,XPAR_SHARES_F2_20231005.csv.zip,FR0000120271,FO,Processed,
705,XPAR_SHARES_F2_20231005.csv.zip,FR0000120321,FO,Processed,
706,XPAR_SHARES_F2_20231005.csv.zip,FR0000120578,FO,Processed,
707,XPAR_SHARES_F2_20231005.csv.zip,FR0000120693,FO,Processed,
708,XPAR_SHARES_F2_20231005.csv.zip,FR0000121329,FO,Processed,
709,XPAR_SHARES_F2_20231005.csv.zip,FR0000121485,FO,Processed,
710,XPAR_SHARES_F2_20231005.csv.zip,FR0000121972,FO,Processed,
711,XPAR_SHARES_F2_20231005.csv.zip,FR0000124141,FO,Processed,
712,XPAR_SHARES_F2_20231005.csv.zip,FR0000125007,FO,Processed,
713,XPAR_SHARES_F2_20231005.csv.zip,FR0000125486,FO,Processed,
714,XPAR_SHARES_F2_20231005.csv.zip,FR0000130577,FO,Processed,
715,XPAR_SHARES_F2_20231005.csv.zip,FR0000130809,FO,Processed,
716,XPAR_SHARES_F2_20231005.csv.zip,FR0000131906,FO,Processed,
717,XPAR_SHARES_F2_20231005.csv.zip,FR0010908533,FO,Processed,
718,XPAR_SHARES_F2_20231005.csv.zip,FR0011981968,FO,Processed,
719,XPAR_SHARES_F2_20231005.csv.zip,FR0014003TT8,FO,Processed,
720,XPAR_SHARES_F2_20231005.csv.zip,NL0000226223,FO,Processed,
721,XPAR_SHARES_F2_20231005.csv.zip,NL00150001Q9,FO,Processed,
722,XPAR_SHARES_F2_20231004.csv.zip,FR0000073272,LOB,Processed,
723,XPAR_SHARES_F2_20231004.csv.zip,FR0000120271,LOB,Processed,
724,XPAR_SHARES_F2_20231004.csv.zip,FR0000120321,LOB,Processed,
725,XPAR_SHARES_F2_20231004.csv.zip,FR0000120578,LOB,Processed,
726,XPAR_SHARES_F2_20231004.csv.zip,FR0000120693,LOB,Processed,
727,XPAR_SHARES_F2_20231004.csv.zip,FR0000121329,LOB,Processed,
728,XPAR_SHARES_F2_20231004.csv.zip,FR0000121485,LOB,Processed,
729,XPAR_SHARES_F2_20231004.csv.zip,FR0000121972,LOB,Processed,
730,XPAR_SHARES_F2_20231004.csv.zip,FR0000124141,LOB,Processed,
731,XPAR_SHARES_F2_20231004.csv.zip,FR0000125007,LOB,Processed,
732,XPAR_SHARES_F2_20231004.csv.zip,FR0000125486,LOB,Processed,
733,XPAR_SHARES_F2_20231004.csv.zip,FR0000130577,LOB,Processed,
734,XPAR_SHARES_F2_20231004.csv.zip,FR0000130809,LOB,Processed,
735,XPAR_SHARES_F2_20231004.csv.zip,FR0000131906,LOB,Processed,
736,XPAR_SHARES_F2_20231004.csv.zip,FR0010908533,LOB,Processed,
737,XPAR_SHARES_F2_20231004.csv.zip,FR0011981968,LOB,Processed,
738,XPAR_SHARES_F2_20231004.csv.zip,FR0014003TT8,LOB,Processed,
739,XPAR_SHARES_F2_20231004.csv.zip,NL0000226223,LOB,Processed,
740,XPAR_SHARES_F2_20231004.csv.zip,NL00150001Q9,LOB,Processed,
741,XPAR_SHARES_F2_20231004.csv.zip,FR0000073272,FO,Processed,
742,XPAR_SHARES_F2_20231004.csv.zip,FR0000120271,FO,Processed,
743,XPAR_SHARES_F2_20231004.csv.zip,FR0000120321,FO,Processed,
744,XPAR_SHARES_F2_20231004.csv.zip,FR0000120578,FO,Processed,
745,XPAR_SHARES_F2_20231004.csv.zip,FR0000120693,FO,Processed,
746,XPAR_SHARES_F2_20231004.csv.zip,FR0000121329,FO,Processed,
747,XPAR_SHARES_F2_20231004.csv.zip,FR0000121485,FO,Processed,
748,XPAR_SHARES_F2_20231004.csv.zip,FR0000121972,FO,Processed,
749,XPAR_SHARES_F2_20231004.csv.zip,FR0000124141,FO,Processed,
750,XPAR_SHARES_F2_20231004.csv.zip,FR0000125007,FO,Processed,
751,XPAR_SHARES_F2_20231004.csv.zip,FR0000125486,FO,Processed,
752,XPAR_SHARES_F2_20231004.csv.zip,FR0000130577,FO,Processed,
753,XPAR_SHARES_F2_20231004.csv.zip,FR0000130809,FO,Processed,
754,XPAR_SHARES_F2_20231004.csv.zip,FR0000131906,FO,Processed,
755,XPAR_SHARES_F2_20231004.csv.zip,FR0010908533,FO,Processed,
756,XPAR_SHARES_F2_20231004.csv.zip,FR0011981968,FO,Processed,
757,XPAR_SHARES_F2_20231004.csv.zip,FR0014003TT8,FO,Processed,
758,XPAR_SHARES_F2_20231004.csv.zip,NL0000226223,FO,Processed,
759,XPAR_SHARES_F2_20231004.csv.zip,NL00150001Q9,FO,Processed,
760,XPAR_SHARES_F2_20231003.csv.zip,FR0000073272,LOB,Processed,
761,XPAR_SHARES_F2_20231003.csv.zip,FR0000120271,LOB,Processed,
762,XPAR_SHARES_F2_20231003.csv.zip,FR0000120321,LOB,Processed,
763,XPAR_SHARES_F2_20231003.csv.zip,FR0000120578,LOB,Processed,
764,XPAR_SHARES_F2_20231003.csv.zip,FR0000120693,LOB,Processed,
765,XPAR_SHARES_F2_20231003.csv.zip,FR0000121329,LOB,Processed,
766,XPAR_SHARES_F2_20231003.csv.zip,FR0000121485,LOB,Processed,
767,XPAR_SHARES_F2_20231003.csv.zip,FR0000121972,LOB,Processed,
768,XPAR_SHARES_F2_20231003.csv.zip,FR0000124141,LOB,Processed,
769,XPAR_SHARES_F2_20231003.csv.zip,FR0000125007,LOB,Processed,
770,XPAR_SHARES_F2_20231003.csv.zip,FR0000125486,LOB,Processed,
771,XPAR_SHARES_F2_20231003.csv.zip,FR0000130577,LOB,Processed,
772,XPAR_SHARES_F2_20231003.csv.zip,FR0000130809,LOB,Processed,
773,XPAR_SHARES_F2_20231003.csv.zip,FR0000131906,LOB,Processed,
774,XPAR_SHARES_F2_20231003.csv.zip,FR0010908533,LOB,Processed,
775,XPAR_SHARES_F2_20231003.csv.zip,FR0011981968,LOB,Processed,
776,XPAR_SHARES_F2_20231003.csv.zip,FR0014003TT8,LOB,Processed,
777,XPAR_SHARES_F2_20231003.csv.zip,NL0000226223,LOB,Processed,
778,XPAR_SHARES_F2_20231003.csv.zip,NL00150001Q9,LOB,Processed,
779,XPAR_SHARES_F2_20231003.csv.zip,FR0000073272,FO,Processed,
780,XPAR_SHARES_F2_20231003.csv.zip,FR0000120271,FO,Processed,
781,XPAR_SHARES_F2_20231003.csv.zip,FR0000120321,FO,Processed,
782,XPAR_SHARES_F2_20231003.csv.zip,FR0000120578,FO,Processed,
783,XPAR_SHARES_F2_20231003.csv.zip,FR0000120693,FO,Processed,
784,XPAR_SHARES_F2_20231003.csv.zip,FR0000121329,FO,Processed,
785,XPAR_SHARES_F2_20231003.csv.zip,FR0000121485,FO,Processed,
786,XPAR_SHARES_F2_20231003.csv.zip,FR0000121972,FO,Processed,
787,XPAR_SHARES_F2_20231003.csv.zip,FR0000124141,FO,Processed,
788,XPAR_SHARES_F2_20231003.csv.zip,FR0000125007,FO,Processed,
789,XPAR_SHARES_F2_20231003.csv.zip,FR0000125486,FO,Processed,
790,XPAR_SHARES_F2_20231003.csv.zip,FR0000130577,FO,Processed,
791,XPAR_SHARES_F2_20231003.csv.zip,FR0000130809,FO,Processed,
792,XPAR_SHARES_F2_20231003.csv.zip,FR0000131906,FO,Processed,
793,XPAR_SHARES_F2_20231003.csv.zip,FR0010908533,FO,Processed,
794,XPAR_SHARES_F2_20231003.csv.zip,FR0011981968,FO,Processed,
795,XPAR_SHARES_F2_20231003.csv.zip,FR0014003TT8,FO,Processed,
796,XPAR_SHARES_F2_20231003.csv.zip,NL0000226223,FO,Processed,
797,XPAR_SHARES_F2_20231003.csv.zip,NL00150001Q9,FO,Processed,
798,XPAR_SHARES_F2_20231002.csv.zip,FR0000073272,LOB,Processed,
799,XPAR_SHARES_F2_20231002.csv.zip,FR0000120271,LOB,Processed,
800,XPAR_SHARES_F2_20231002.csv.zip,FR0000120321,LOB,Processed,
801,XPAR_SHARES_F2_20231002.csv.zip,FR0000120578,LOB,Processed,
802,XPAR_SHARES_F2_20231002.csv.zip,FR0000120693,LOB,Processed,
803,XPAR_SHARES_F2_20231002.csv.zip,FR0000121329,LOB,Processed,
804,XPAR_SHARES_F2_20231002.csv.zip,FR0000121485,LOB,Processed,
805,XPAR_SHARES_F2_20231002.csv.zip,FR0000121972,LOB,Processed,
806,XPAR_SHARES_F2_20231002.csv.zip,FR0000124141,LOB,Processed,
807,XPAR_SHARES_F2_20231002.csv.zip,FR0000125007,LOB,Processed,
808,XPAR_SHARES_F2_20231002.csv.zip,FR0000125486,LOB,Processed,
809,XPAR_SHARES_F2_20231002.csv.zip,FR0000130577,LOB,Processed,
810,XPAR_SHARES_F2_20231002.csv.zip,FR0000130809,LOB,Processed,
811,XPAR_SHARES_F2_20231002.csv.zip,FR0000131906,LOB,Processed,
812,XPAR_SHARES_F2_20231002.csv.zip,FR0010908533,LOB,Processed,
813,XPAR_SHARES_F2_20231002.csv.zip,FR0011981968,LOB,Processed,
814,XPAR_SHARES_F2_20231002.csv.zip,FR0014003TT8,LOB,Processed,
815,XPAR_SHARES_F2_20231002.csv.zip,NL0000226223,LOB,Processed,
816,XPAR_SHARES_F2_20231002.csv.zip,NL00150001Q9,LOB,Processed,
817,XPAR_SHARES_F2_20231002.csv.zip,FR0000073272,FO,Processed,
818,XPAR_SHARES_F2_20231002.csv.zip,FR0000120271,FO,Processed,
819,XPAR_SHARES_F2_20231002.csv.zip,FR0000120321,FO,Processed,
820,XPAR_SHARES_F2_20231002.csv.zip,FR0000120578,FO,Processed,
821,XPAR_SHARES_F2_20231002.csv.zip,FR0000120693,FO,Processed,
822,XPAR_SHARES_F2_20231002.csv.zip,FR0000121329,FO,Processed,
823,XPAR_SHARES_F2_20231002.csv.zip,FR0000121485,FO,Processed,
824,XPAR_SHARES_F2_20231002.csv.zip,FR0000121972,FO,Processed,
825,XPAR_SHARES_F2_20231002.csv.zip,FR0000124141,FO,Processed,
826,XPAR_SHARES_F2_20231002.csv.zip,FR0000125007,FO,Processed,
827,XPAR_SHARES_F2_20231002.csv.zip,FR0000125486,FO,Processed,
828,XPAR_SHARES_F2_20231002.csv.zip,FR0000130577,FO,Processed,
829,XPAR_SHARES_F2_20231002.csv.zip,FR0000130809,FO,Processed,
830,XPAR_SHARES_F2_20231002.csv.zip,FR0000131906,FO,Processed,
831,XPAR_SHARES_F2_20231002.csv.zip,FR0010908533,FO,Processed,
832,XPAR_SHARES_F2_20231002.csv.zip,FR0011981968,FO,Processed,
833,XPAR_SHARES_F2_20231002.csv.zip,FR0014003TT8,FO,Processed,
834,XPAR_SHARES_F2_20231002.csv.zip,NL0000226223,FO,Processed,
